name,z_points,r_points
DoubleConic_SecondaryLV_15_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,26.2553 26.2353 26.2153 26.1953 26.1753 26.1553 26.1353 26.1153 26.0953 26.0753 26.0553 26.0353 26.0153 25.9953 25.9753 25.9553 25.9353 25.9153 25.8953 25.8753 25.8552 25.8352 25.8152 25.7952 25.7752 25.7552 25.7352 25.7152 25.6952 25.6752 25.6552 25.6352 25.6152 25.5952 25.5752 25.5552 25.5352 25.5152 25.4952 25.4752 25.4552 25.4352 25.4152 25.3952 25.3752 25.3552 25.3352 25.3152 25.2952 25.2752 25.2552 25.2352 25.2152 25.1952 25.1752 25.1552 25.1352 25.1152 25.0952 25.0752 25.0552 25.0352 25.0152 24.9952 24.9752 24.9552 24.9352 24.9152 24.8952 24.8752 24.8552 24.8352 24.8152 24.7952 24.7752 24.7552 24.7352 24.7152 24.6952 24.6752 24.6552 24.6352 24.6152 24.5952 24.5752 24.5552 24.5352 24.5152 24.4952 24.4752 24.4552 24.4352 24.4152 24.3952 24.3752 24.3552 24.3352 24.3152 24.2952 24.2752 24.2552 24.2352 24.2152 24.1952 24.1752 24.1552 24.1352 24.1152 24.0952 24.0752 24.0552 24.0352 24.0152 23.9952 23.9752 23.9552 23.9352 23.9152 23.8952 23.8752 23.8552 23.8352 23.8152 23.7952 23.7752 23.7552
DoubleConic_PrimaryLV_16_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,25.761 25.7546 25.7483 25.7419 25.7356 25.7293 25.7229 25.7166 25.7103 25.7039 25.6976 25.6912 25.6849 25.6786 25.6722 25.6659 25.6595 25.6532 25.6469 25.6405 25.6342 25.6278 25.6215 25.6152 25.6088 25.6025 25.5961 25.5898 25.5835 25.5771 25.5708 25.5645 25.5581 25.5518 25.5454 25.5391 25.5328 25.5264 25.5201 25.5137 25.5074 25.5011 25.4947 25.4884 25.482 25.4757 25.4694 25.463 25.4567 25.4503 25.444 25.4377 25.4313 25.425 25.4186 25.4123 25.406 25.3996 25.3933 25.387 25.3806 25.3743 25.3679 25.3616 25.3553 25.3489 25.3426 25.3362 25.3299 25.3236 25.3172 25.3109 25.3045 25.2982 25.2919 25.2855 25.2792 25.2728 25.2665 25.2602 25.2538 25.2475 25.2412 25.2348 25.2285 25.2221 25.2158 25.2095 25.2031 25.1968 25.1904 25.1841 25.1778 25.1714 25.1651 25.1587 25.1524 25.1461 25.1397 25.1334 25.127 25.1207 25.1144 25.108 25.1017 25.0954 25.089 25.0827 25.0763 25.07 25.0637 25.0573 25.051 25.0446 25.0383 25.032 25.0256 25.0193 25.0129 25.0066 25.0003 24.9939 24.9876 24.9812 24.9749 24.9686
DoubleConic_SecondaryLV_16_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,24.9686 24.9495 24.9305 24.9115 24.8925 24.8735 24.8544 24.8354 24.8164 24.7974 24.7784 24.7593 24.7403 24.7213 24.7023 24.6833 24.6642 24.6452 24.6262 24.6072 24.5882 24.5691 24.5501 24.5311 24.5121 24.493 24.474 24.455 24.436 24.417 24.3979 24.3789 24.3599 24.3409 24.3219 24.3028 24.2838 24.2648 24.2458 24.2268 24.2077 24.1887 24.1697 24.1507 24.1317 24.1126 24.0936 24.0746 24.0556 24.0365 24.0175 23.9985 23.9795 23.9605 23.9414 23.9224 23.9034 23.8844 23.8654 23.8463 23.8273 23.8083 23.7893 23.7703 23.7512 23.7322 23.7132 23.6942 23.6752 23.6561 23.6371 23.6181 23.5991 23.58 23.561 23.542 23.523 23.504 23.4849 23.4659 23.4469 23.4279 23.4089 23.3898 23.3708 23.3518 23.3328 23.3138 23.2947 23.2757 23.2567 23.2377 23.2187 23.1996 23.1806 23.1616 23.1426 23.1235 23.1045 23.0855 23.0665 23.0475 23.0284 23.0094 22.9904 22.9714 22.9524 22.9333 22.9143 22.8953 22.8763 22.8573 22.8382 22.8192 22.8002 22.7812 22.7622 22.7431 22.7241 22.7051 22.6861 22.6671 22.648 22.629 22.61 22.591
DoubleConic_PrimaryLV_17_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,24.4335 24.4274 24.4214 24.4154 24.4094 24.4034 24.3974 24.3914 24.3854 24.3793 24.3733 24.3673 24.3613 24.3553 24.3493 24.3433 24.3373 24.3312 24.3252 24.3192 24.3132 24.3072 24.3012 24.2952 24.2892 24.2831 24.2771 24.2711 24.2651 24.2591 24.2531 24.2471 24.2411 24.235 24.229 24.223 24.217 24.211 24.205 24.199 24.193 24.1869 24.1809 24.1749 24.1689 24.1629 24.1569 24.1509 24.1449 24.1388 24.1328 24.1268 24.1208 24.1148 24.1088 24.1028 24.0967 24.0907 24.0847 24.0787 24.0727 24.0667 24.0607 24.0547 24.0486 24.0426 24.0366 24.0306 24.0246 24.0186 24.0126 24.0066 24.0005 23.9945 23.9885 23.9825 23.9765 23.9705 23.9645 23.9585 23.9524 23.9464 23.9404 23.9344 23.9284 23.9224 23.9164 23.9104 23.9043 23.8983 23.8923 23.8863 23.8803 23.8743 23.8683 23.8623 23.8562 23.8502 23.8442 23.8382 23.8322 23.8262 23.8202 23.8142 23.8081 23.8021 23.7961 23.7901 23.7841 23.7781 23.7721 23.766 23.76 23.754 23.748 23.742 23.736 23.73 23.724 23.7179 23.7119 23.7059 23.6999 23.6939 23.6879 23.6819
DoubleConic_SecondaryLV_17_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,23.6819 23.6638 23.6458 23.6277 23.6097 23.5917 23.5736 23.5556 23.5375 23.5195 23.5015 23.4834 23.4654 23.4473 23.4293 23.4113 23.3932 23.3752 23.3571 23.3391 23.3211 23.303 23.285 23.2669 23.2489 23.2308 23.2128 23.1948 23.1767 23.1587 23.1406 23.1226 23.1046 23.0865 23.0685 23.0504 23.0324 23.0144 22.9963 22.9783 22.9602 22.9422 22.9242 22.9061 22.8881 22.87 22.852 22.834 22.8159 22.7979 22.7798 22.7618 22.7437 22.7257 22.7077 22.6896 22.6716 22.6535 22.6355 22.6175 22.5994 22.5814 22.5633 22.5453 22.5273 22.5092 22.4912 22.4731 22.4551 22.4371 22.419 22.401 22.3829 22.3649 22.3468 22.3288 22.3108 22.2927 22.2747 22.2566 22.2386 22.2206 22.2025 22.1845 22.1664 22.1484 22.1304 22.1123 22.0943 22.0762 22.0582 22.0402 22.0221 22.0041 21.986 21.968 21.9499 21.9319 21.9139 21.8958 21.8778 21.8597 21.8417 21.8237 21.8056 21.7876 21.7695 21.7515 21.7335 21.7154 21.6974 21.6793 21.6613 21.6433 21.6252 21.6072 21.5891 21.5711 21.553 21.535 21.517 21.4989 21.4809 21.4628 21.4448 21.4268
DoubleConic_PrimaryLV_18_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,23.1059 23.1002 23.0945 23.0888 23.0831 23.0774 23.0717 23.066 23.0604 23.0547 23.049 23.0433 23.0376 23.0319 23.0262 23.0206 23.0149 23.0092 23.0035 22.9978 22.9921 22.9864 22.9808 22.9751 22.9694 22.9637 22.958 22.9523 22.9466 22.941 22.9353 22.9296 22.9239 22.9182 22.9125 22.9068 22.9011 22.8955 22.8898 22.8841 22.8784 22.8727 22.867 22.8613 22.8557 22.85 22.8443 22.8386 22.8329 22.8272 22.8215 22.8159 22.8102 22.8045 22.7988 22.7931 22.7874 22.7817 22.7761 22.7704 22.7647 22.759 22.7533 22.7476 22.7419 22.7363 22.7306 22.7249 22.7192 22.7135 22.7078 22.7021 22.6964 22.6908 22.6851 22.6794 22.6737 22.668 22.6623 22.6566 22.651 22.6453 22.6396 22.6339 22.6282 22.6225 22.6168 22.6112 22.6055 22.5998 22.5941 22.5884 22.5827 22.577 22.5714 22.5657 22.56 22.5543 22.5486 22.5429 22.5372 22.5315 22.5259 22.5202 22.5145 22.5088 22.5031 22.4974 22.4917 22.4861 22.4804 22.4747 22.469 22.4633 22.4576 22.4519 22.4463 22.4406 22.4349 22.4292 22.4235 22.4178 22.4121 22.4065 22.4008 22.3951
DoubleConic_SecondaryLV_18_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,22.3951 22.378 22.361 22.3439 22.3268 22.3098 22.2927 22.2757 22.2586 22.2415 22.2245 22.2074 22.1903 22.1733 22.1562 22.1392 22.1221 22.105 22.088 22.0709 22.0539 22.0368 22.0197 22.0027 21.9856 21.9686 21.9515 21.9344 21.9174 21.9003 21.8833 21.8662 21.8491 21.8321 21.815 21.798 21.7809 21.7638 21.7468 21.7297 21.7126 21.6956 21.6785 21.6615 21.6444 21.6273 21.6103 21.5932 21.5762 21.5591 21.542 21.525 21.5079 21.4909 21.4738 21.4567 21.4397 21.4226 21.4056 21.3885 21.3714 21.3544 21.3373 21.3202 21.3032 21.2861 21.2691 21.252 21.2349 21.2179 21.2008 21.1838 21.1667 21.1496 21.1326 21.1155 21.0985 21.0814 21.0643 21.0473 21.0302 21.0132 20.9961 20.979 20.962 20.9449 20.9278 20.9108 20.8937 20.8767 20.8596 20.8425 20.8255 20.8084 20.7914 20.7743 20.7572 20.7402 20.7231 20.7061 20.689 20.6719 20.6549 20.6378 20.6208 20.6037 20.5866 20.5696 20.5525 20.5354 20.5184 20.5013 20.4843 20.4672 20.4501 20.4331 20.416 20.399 20.3819 20.3648 20.3478 20.3307 20.3137 20.2966 20.2795 20.2625
DoubleConic_PrimaryLV_19_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,21.7782 21.7729 21.7675 21.7622 21.7568 21.7514 21.7461 21.7407 21.7354 21.73 21.7246 21.7193 21.7139 21.7086 21.7032 21.6978 21.6925 21.6871 21.6818 21.6764 21.671 21.6657 21.6603 21.655 21.6496 21.6443 21.6389 21.6335 21.6282 21.6228 21.6175 21.6121 21.6067 21.6014 21.596 21.5907 21.5853 21.5799 21.5746 21.5692 21.5639 21.5585 21.5531 21.5478 21.5424 21.5371 21.5317 21.5263 21.521 21.5156 21.5103 21.5049 21.4995 21.4942 21.4888 21.4835 21.4781 21.4727 21.4674 21.462 21.4567 21.4513 21.4459 21.4406 21.4352 21.4299 21.4245 21.4191 21.4138 21.4084 21.4031 21.3977 21.3923 21.387 21.3816 21.3763 21.3709 21.3656 21.3602 21.3548 21.3495 21.3441 21.3388 21.3334 21.328 21.3227 21.3173 21.312 21.3066 21.3012 21.2959 21.2905 21.2852 21.2798 21.2744 21.2691 21.2637 21.2584 21.253 21.2476 21.2423 21.2369 21.2316 21.2262 21.2208 21.2155 21.2101 21.2048 21.1994 21.194 21.1887 21.1833 21.178 21.1726 21.1672 21.1619 21.1565 21.1512 21.1458 21.1404 21.1351 21.1297 21.1244 21.119 21.1136 21.1083
DoubleConic_SecondaryLV_19_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,21.1083 21.0922 21.0761 21.06 21.044 21.0279 21.0118 20.9957 20.9796 20.9636 20.9475 20.9314 20.9153 20.8992 20.8832 20.8671 20.851 20.8349 20.8188 20.8028 20.7867 20.7706 20.7545 20.7384 20.7224 20.7063 20.6902 20.6741 20.658 20.6419 20.6259 20.6098 20.5937 20.5776 20.5615 20.5455 20.5294 20.5133 20.4972 20.4811 20.4651 20.449 20.4329 20.4168 20.4007 20.3847 20.3686 20.3525 20.3364 20.3203 20.3043 20.2882 20.2721 20.256 20.2399 20.2238 20.2078 20.1917 20.1756 20.1595 20.1434 20.1274 20.1113 20.0952 20.0791 20.063 20.047 20.0309 20.0148 19.9987 19.9826 19.9666 19.9505 19.9344 19.9183 19.9022 19.8862 19.8701 19.854 19.8379 19.8218 19.8057 19.7897 19.7736 19.7575 19.7414 19.7253 19.7093 19.6932 19.6771 19.661 19.6449 19.6289 19.6128 19.5967 19.5806 19.5645 19.5485 19.5324 19.5163 19.5002 19.4841 19.4681 19.452 19.4359 19.4198 19.4037 19.3876 19.3716 19.3555 19.3394 19.3233 19.3072 19.2912 19.2751 19.259 19.2429 19.2268 19.2108 19.1947 19.1786 19.1625 19.1464 19.1304 19.1143 19.0982
DoubleConic_PrimaryLV_20_Gold,900 899.2 898.4 897.6 896.8 896 895.2 894.4 893.6 892.8 892 891.2 890.4 889.6 888.8 888 887.2 886.4 885.6 884.8 884 883.2 882.4 881.6 880.8 880 879.2 878.4 877.6 876.8 876 875.2 874.4 873.6 872.8 872 871.2 870.4 869.6 868.8 868 867.2 866.4 865.6 864.8 864 863.2 862.4 861.6 860.8 860 859.2 858.4 857.6 856.8 856 855.2 854.4 853.6 852.8 852 851.2 850.4 849.6 848.8 848 847.2 846.4 845.6 844.8 844 843.2 842.4 841.6 840.8 840 839.2 838.4 837.6 836.8 836 835.2 834.4 833.6 832.8 832 831.2 830.4 829.6 828.8 828 827.2 826.4 825.6 824.8 824 823.2 822.4 821.6 820.8 820 819.2 818.4 817.6 816.8 816 815.2 814.4 813.6 812.8 812 811.2 810.4 809.6 808.8 808 807.2 806.4 805.6 804.8 804 803.2 802.4 801.6 800.8 800,20.4506 20.4456 20.4406 20.4355 20.4305 20.4255 20.4204 20.4154 20.4104 20.4053 20.4003 20.3953 20.3902 20.3852 20.3802 20.3751 20.3701 20.3651 20.36 20.355 20.35 20.3449 20.3399 20.3349 20.3298 20.3248 20.3198 20.3147 20.3097 20.3047 20.2996 20.2946 20.2896 20.2845 20.2795 20.2745 20.2694 20.2644 20.2594 20.2543 20.2493 20.2443 20.2392 20.2342 20.2292 20.2241 20.2191 20.2141 20.209 20.204 20.199 20.1939 20.1889 20.1839 20.1788 20.1738 20.1688 20.1637 20.1587 20.1537 20.1486 20.1436 20.1386 20.1335 20.1285 20.1235 20.1185 20.1134 20.1084 20.1034 20.0983 20.0933 20.0883 20.0832 20.0782 20.0732 20.0681 20.0631 20.0581 20.053 20.048 20.043 20.0379 20.0329 20.0279 20.0228 20.0178 20.0128 20.0077 20.0027 19.9977 19.9926 19.9876 19.9826 19.9775 19.9725 19.9675 19.9624 19.9574 19.9524 19.9473 19.9423 19.9373 19.9322 19.9272 19.9222 19.9171 19.9121 19.9071 19.902 19.897 19.892 19.8869 19.8819 19.8769 19.8718 19.8668 19.8618 19.8567 19.8517 19.8467 19.8416 19.8366 19.8316 19.8265 19.8215
DoubleConic_SecondaryLV_20_Gold,800 799.2 798.4 797.6 796.8 796 795.2 794.4 793.6 792.8 792 791.2 790.4 789.6 788.8 788 787.2 786.4 785.6 784.8 784 783.2 782.4 781.6 780.8 780 779.2 778.4 777.6 776.8 776 775.2 774.4 773.6 772.8 772 771.2 770.4 769.6 768.8 768 767.2 766.4 765.6 764.8 764 763.2 762.4 761.6 760.8 760 759.2 758.4 757.6 756.8 756 755.2 754.4 753.6 752.8 752 751.2 750.4 749.6 748.8 748 747.2 746.4 745.6 744.8 744 743.2 742.4 741.6 740.8 740 739.2 738.4 737.6 736.8 736 735.2 734.4 733.6 732.8 732 731.2 730.4 729.6 728.8 728 727.2 726.4 725.6 724.8 724 723.2 722.4 721.6 720.8 720 719.2 718.4 717.6 716.8 716 715.2 714.4 713.6 712.8 712 711.2 710.4 709.6 708.8 708 707.2 706.4 705.6 704.8 704 703.2 702.4 701.6 700.8 700,19.8215 19.8064 19.7913 19.7762 19.7611 19.746 19.7309 19.7158 19.7007 19.6856 19.6705 19.6554 19.6403 19.6252 19.6101 19.595 19.5799 19.5648 19.5497 19.5346 19.5195 19.5044 19.4893 19.4742 19.4591 19.444 19.4289 19.4138 19.3987 19.3836 19.3685 19.3534 19.3383 19.3232 19.3081 19.293 19.2779 19.2628 19.2477 19.2326 19.2175 19.2024 19.1873 19.1722 19.1571 19.142 19.1269 19.1118 19.0967 19.0816 19.0665 19.0514 19.0363 19.0212 19.0061 18.991 18.9759 18.9608 18.9457 18.9306 18.9155 18.9004 18.8853 18.8702 18.8551 18.84 18.8249 18.8098 18.7947 18.7796 18.7645 18.7494 18.7343 18.7192 18.7041 18.689 18.6739 18.6588 18.6437 18.6286 18.6135 18.5983 18.5832 18.5681 18.553 18.5379 18.5228 18.5077 18.4926 18.4775 18.4624 18.4473 18.4322 18.4171 18.402 18.3869 18.3718 18.3567 18.3416 18.3265 18.3114 18.2963 18.2812 18.2661 18.251 18.2359 18.2208 18.2057 18.1906 18.1755 18.1604 18.1453 18.1302 18.1151 18.1 18.0849 18.0698 18.0547 18.0396 18.0245 18.0094 17.9943 17.9792 17.9641 17.949 17.9339
