basename,orbit,mirror,filter,hole,energy_keV,funnelling_eff,funnelling_eff_err,geom_factor_cm2,total_particles,total_particles_err,cl
output_SP_filterOn_500keV_option4_N1m.root,98-deg,SP,filterOn,withoutOpening,500,3.720000e-04,1.928371e-05,5.275936e-02,2.545739e+06,1.319659e+05,CL95
output_DCC_filterOff_50keV_ss_N100k.root,45-deg,DCC,filterOff,withOpening,50,7.700000e-04,8.771585e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOn_50keV_ss_N100k.root,45-deg,DCC,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOff_50keV_ss_N100k.root,45-deg,DPH,filterOff,withOpening,50,8.500000e-04,9.215625e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOn_50keV_ss_N100k.root,45-deg,DPH,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOff_50keV_ss_N100k.root,45-deg,SP,filterOff,withOpening,50,5.600000e-04,7.481219e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOn_50keV_ss_N100k.root,45-deg,SP,filterOn,withOpening,50,2.000000e-05,1.414199e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOff_1000keV_option4_N1m.root,45-deg,DCC,filterOff,withOpening,1000,9.040000e-04,3.005300e-05,4.708164e-02,8.973428e+05,2.983168e+04,CL75
output_DCC_filterOff_100keV_ss_N300k.root,45-deg,DCC,filterOff,withOpening,100,8.700000e-04,5.382822e-05,4.708164e-02,6.423129e+05,3.974087e+04,CL75
output_DCC_filterOff_250keV_ss_N300k.root,45-deg,DCC,filterOff,withOpening,250,9.066667e-04,5.494981e-05,4.708164e-02,9.407386e+05,5.701479e+04,CL75
output_DCC_filterOff_500keV_option4_N1m.root,45-deg,DCC,filterOff,withOpening,500,6.680000e-04,2.583706e-05,4.708164e-02,7.549742e+05,2.920107e+04,CL75
output_DCC_filterOn_1000keV_option4_N1m.root,45-deg,DCC,filterOn,withOpening,1000,9.650000e-04,3.104946e-05,4.708164e-02,9.578936e+05,3.082080e+04,CL75
output_DCC_filterOn_100keV_ss_N300k.root,45-deg,DCC,filterOn,withOpening,100,3.266667e-04,3.299293e-05,4.708164e-02,2.411750e+05,2.435837e+04,CL75
output_DCC_filterOn_250keV_ss_N300k.root,45-deg,DCC,filterOn,withOpening,250,7.700000e-04,5.064277e-05,4.708164e-02,7.989361e+05,5.254589e+04,CL75
output_DCC_filterOn_500keV_option4_N1m.root,45-deg,DCC,filterOn,withOpening,500,6.600000e-04,2.568199e-05,4.708164e-02,7.459326e+05,2.902580e+04,CL75
output_DPH_filterOff_1000keV_option4_N1m.root,45-deg,DPH,filterOff,withOpening,1000,8.900000e-04,2.981959e-05,4.708164e-02,8.834459e+05,2.959999e+04,CL75
output_DPH_filterOff_100keV_ss_N300k.root,45-deg,DPH,filterOff,withOpening,100,8.066667e-04,5.183358e-05,4.708164e-02,5.955545e+05,3.826825e+04,CL75
output_DPH_filterOff_250keV_ss_N300k.root,45-deg,DPH,filterOff,withOpening,250,9.466667e-04,5.614774e-05,4.708164e-02,9.822418e+05,5.825773e+04,CL75
output_DPH_filterOff_500keV_option4_N1m.root,45-deg,DPH,filterOff,withOpening,500,6.530000e-04,2.554552e-05,4.708164e-02,7.380211e+05,2.887157e+04,CL75
output_DPH_filterOn_1000keV_option4_N1m.root,45-deg,DPH,filterOn,withOpening,1000,9.440000e-04,3.071008e-05,4.708164e-02,9.370482e+05,3.048392e+04,CL75
output_DPH_filterOn_100keV_ss_N300k.root,45-deg,DPH,filterOn,withOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,2.214872e+05,2.334330e+04,CL75
output_DPH_filterOn_250keV_ss_N300k.root,45-deg,DPH,filterOn,withOpening,250,7.133333e-04,4.874507e-05,4.708164e-02,7.401399e+05,5.057688e+04,CL75
output_DPH_filterOn_500keV_option4_N1m.root,45-deg,DPH,filterOn,withOpening,500,6.130000e-04,2.475125e-05,4.708164e-02,6.928131e+05,2.797388e+04,CL75
output_SP_filterOff_1000keV_option4_N1m.root,45-deg,SP,filterOff,withOpening,1000,5.380000e-04,2.318859e-05,5.275936e-02,5.984394e+05,2.579361e+04,CL75
output_SP_filterOff_100keV_ss_N300k.root,45-deg,SP,filterOff,withOpening,100,4.333333e-04,3.799761e-05,5.275936e-02,3.585068e+05,3.143632e+04,CL75
output_SP_filterOff_250keV_ss_N300k.root,45-deg,SP,filterOff,withOpening,250,5.400000e-04,4.241495e-05,5.275936e-02,6.278603e+05,4.931604e+04,CL75
output_SP_filterOff_500keV_option4_N1m.root,45-deg,SP,filterOff,withOpening,500,4.380000e-04,2.092387e-05,5.275936e-02,5.547249e+05,2.649998e+04,CL75
output_SP_filterOn_1000keV_option4_N1m.root,45-deg,SP,filterOn,withOpening,1000,5.370000e-04,2.316704e-05,5.275936e-02,5.973270e+05,2.576964e+04,CL75
output_SP_filterOn_100keV_ss_N300k.root,45-deg,SP,filterOn,withOpening,100,2.366667e-04,2.808384e-05,5.275936e-02,1.957999e+05,2.323442e+04,CL75
output_SP_filterOn_250keV_ss_N300k.root,45-deg,SP,filterOn,withOpening,250,4.833333e-04,4.012895e-05,5.275936e-02,5.619737e+05,4.665810e+04,CL75
output_SP_filterOn_500keV_option4_N1m.root,45-deg,SP,filterOn,withOpening,500,4.340000e-04,2.082815e-05,5.275936e-02,5.496589e+05,2.637875e+04,CL75
output_DCC_filterOff_50keV_ss_N100k.root,45-deg,DCC,filterOff,withoutOpening,50,6.300000e-04,7.934753e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOn_50keV_ss_N100k.root,45-deg,DCC,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOff_50keV_ss_N100k.root,45-deg,DPH,filterOff,withoutOpening,50,7.100000e-04,8.423158e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOn_50keV_ss_N100k.root,45-deg,DPH,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOff_50keV_ss_N100k.root,45-deg,SP,filterOff,withoutOpening,50,4.300000e-04,6.556029e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOn_50keV_ss_N100k.root,45-deg,SP,filterOn,withoutOpening,50,1.000000e-05,9.999950e-06,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOff_1000keV_option4_N1m.root,45-deg,DCC,filterOff,withoutOpening,1000,8.280000e-04,2.876307e-05,4.708164e-02,8.209301e+05,2.851748e+04,CL75
output_DCC_filterOff_100keV_ss_N300k.root,45-deg,DCC,filterOff,withoutOpening,100,8.200000e-04,5.225985e-05,4.708164e-02,6.046821e+05,3.853732e+04,CL75
output_DCC_filterOff_250keV_ss_N300k.root,45-deg,DCC,filterOff,withoutOpening,250,8.266667e-04,5.247168e-05,4.708164e-02,8.567175e+05,5.437912e+04,CL75
output_DCC_filterOff_500keV_option4_N1m.root,45-deg,DCC,filterOff,withoutOpening,500,6.100000e-04,2.469064e-05,4.708164e-02,6.886069e+05,2.787237e+04,CL75
output_DCC_filterOn_1000keV_option4_N1m.root,45-deg,DCC,filterOn,withoutOpening,1000,8.810000e-04,2.966857e-05,4.708164e-02,8.734775e+05,2.941524e+04,CL75
output_DCC_filterOn_100keV_ss_N300k.root,45-deg,DCC,filterOn,withoutOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,2.212252e+05,2.331568e+04,CL75
output_DCC_filterOn_250keV_ss_N300k.root,45-deg,DCC,filterOn,withoutOpening,250,7.166667e-04,4.885874e-05,4.708164e-02,7.427188e+05,5.063485e+04,CL75
output_DCC_filterOn_500keV_option4_N1m.root,45-deg,DCC,filterOn,withoutOpening,500,5.910000e-04,2.430331e-05,4.708164e-02,6.671584e+05,2.743512e+04,CL75
output_DPH_filterOff_1000keV_option4_N1m.root,45-deg,DPH,filterOff,withoutOpening,1000,8.140000e-04,2.851907e-05,4.708164e-02,8.070496e+05,2.827556e+04,CL75
output_DPH_filterOff_100keV_ss_N300k.root,45-deg,DPH,filterOff,withoutOpening,100,7.566667e-04,5.020273e-05,4.708164e-02,5.579790e+05,3.702036e+04,CL75
output_DPH_filterOff_250keV_ss_N300k.root,45-deg,DPH,filterOff,withoutOpening,250,8.666667e-04,5.372509e-05,4.708164e-02,8.981716e+05,5.567809e+04,CL75
output_DPH_filterOff_500keV_option4_N1m.root,45-deg,DPH,filterOff,withoutOpening,500,5.950000e-04,2.438536e-05,4.708164e-02,6.716739e+05,2.752775e+04,CL75
output_DPH_filterOn_1000keV_option4_N1m.root,45-deg,DPH,filterOn,withoutOpening,1000,8.600000e-04,2.931314e-05,4.708164e-02,8.526569e+05,2.906285e+04,CL75
output_DPH_filterOn_100keV_ss_N300k.root,45-deg,DPH,filterOn,withoutOpening,100,2.733333e-04,3.018049e-05,4.708164e-02,2.015607e+05,2.225561e+04,CL75
output_DPH_filterOn_250keV_ss_N300k.root,45-deg,DPH,filterOn,withoutOpening,250,6.600000e-04,4.688868e-05,4.708164e-02,6.839922e+05,4.859316e+04,CL75
output_DPH_filterOn_500keV_option4_N1m.root,45-deg,DPH,filterOn,withoutOpening,500,5.440000e-04,2.331746e-05,4.708164e-02,6.141019e+05,2.632224e+04,CL75
output_SP_filterOff_1000keV_option4_N1m.root,45-deg,SP,filterOff,withoutOpening,1000,4.740000e-04,2.176638e-05,5.275936e-02,5.266258e+05,2.418299e+04,CL75
output_SP_filterOff_100keV_ss_N300k.root,45-deg,SP,filterOff,withoutOpening,100,3.966667e-04,3.635516e-05,5.275936e-02,3.277834e+05,3.004189e+04,CL75
output_SP_filterOff_250keV_ss_N300k.root,45-deg,SP,filterOff,withoutOpening,250,4.700000e-04,3.957184e-05,5.275936e-02,5.458245e+05,4.595591e+04,CL75
output_SP_filterOff_500keV_option4_N1m.root,45-deg,SP,filterOff,withoutOpening,500,3.860000e-04,1.964309e-05,5.275936e-02,4.882888e+05,2.484845e+04,CL75
output_SP_filterOn_1000keV_option4_N1m.root,45-deg,SP,filterOn,withoutOpening,1000,4.600000e-04,2.144268e-05,5.275936e-02,5.110714e+05,2.382335e+04,CL75
output_SP_filterOn_100keV_ss_N300k.root,45-deg,SP,filterOn,withoutOpening,100,2.133333e-04,2.666382e-05,5.275936e-02,1.762869e+05,2.203351e+04,CL75
output_SP_filterOn_250keV_ss_N300k.root,45-deg,SP,filterOn,withoutOpening,250,4.233333e-04,3.755681e-05,5.275936e-02,4.916291e+05,4.361579e+04,CL75
output_SP_filterOn_500keV_option4_N1m.root,45-deg,SP,filterOn,withoutOpening,500,3.720000e-04,1.928371e-05,5.275936e-02,4.705788e+05,2.439384e+04,CL75
output_DCC_filterOff_50keV_ss_N100k.root,98-deg,DCC,filterOff,withOpening,50,7.700000e-04,8.771585e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOn_50keV_ss_N100k.root,98-deg,DCC,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOff_50keV_ss_N100k.root,98-deg,DPH,filterOff,withOpening,50,8.500000e-04,9.215625e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOn_50keV_ss_N100k.root,98-deg,DPH,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOff_50keV_ss_N100k.root,98-deg,SP,filterOff,withOpening,50,5.600000e-04,7.481219e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOn_50keV_ss_N100k.root,98-deg,SP,filterOn,withOpening,50,2.000000e-05,1.414199e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOff_1000keV_option4_N1m.root,98-deg,DCC,filterOff,withOpening,1000,9.040000e-04,3.005300e-05,4.708164e-02,2.007300e+06,6.673162e+04,CL75
output_DCC_filterOff_100keV_ss_N300k.root,98-deg,DCC,filterOff,withOpening,100,8.700000e-04,5.382822e-05,4.708164e-02,1.654174e+07,1.023463e+06,CL75
output_DCC_filterOff_250keV_ss_N300k.root,98-deg,DCC,filterOff,withOpening,250,9.066667e-04,5.494981e-05,4.708164e-02,6.634961e+06,4.021212e+05,CL75
output_DCC_filterOff_500keV_option4_N1m.root,98-deg,DCC,filterOff,withOpening,500,6.680000e-04,2.583706e-05,4.708164e-02,2.303718e+06,8.910376e+04,CL75
output_DCC_filterOn_1000keV_option4_N1m.root,98-deg,DCC,filterOn,withOpening,1000,9.650000e-04,3.104946e-05,4.708164e-02,2.142748e+06,6.894422e+04,CL75
output_DCC_filterOn_100keV_ss_N300k.root,98-deg,DCC,filterOn,withOpening,100,3.266667e-04,3.299293e-05,4.708164e-02,6.211076e+06,6.273109e+05,CL75
output_DCC_filterOn_250keV_ss_N300k.root,98-deg,DCC,filterOn,withOpening,250,7.700000e-04,5.064277e-05,4.708164e-02,5.634838e+06,3.706024e+05,CL75
output_DCC_filterOn_500keV_option4_N1m.root,98-deg,DCC,filterOn,withOpening,500,6.600000e-04,2.568199e-05,4.708164e-02,2.276129e+06,8.856895e+04,CL75
output_DPH_filterOff_1000keV_option4_N1m.root,98-deg,DPH,filterOff,withOpening,1000,8.900000e-04,2.981959e-05,4.708164e-02,1.976213e+06,6.621334e+04,CL75
output_DPH_filterOff_100keV_ss_N300k.root,98-deg,DPH,filterOff,withOpening,100,8.066667e-04,5.183358e-05,4.708164e-02,1.533755e+07,9.855376e+05,CL75
output_DPH_filterOff_250keV_ss_N300k.root,98-deg,DPH,filterOff,withOpening,250,9.466667e-04,5.614774e-05,4.708164e-02,6.927680e+06,4.108875e+05,CL75
output_DPH_filterOff_500keV_option4_N1m.root,98-deg,DPH,filterOff,withOpening,500,6.530000e-04,2.554552e-05,4.708164e-02,2.251988e+06,8.809832e+04,CL75
output_DPH_filterOn_1000keV_option4_N1m.root,98-deg,DPH,filterOn,withOpening,1000,9.440000e-04,3.071008e-05,4.708164e-02,2.096118e+06,6.819064e+04,CL75
output_DPH_filterOn_100keV_ss_N300k.root,98-deg,DPH,filterOn,withOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,5.704049e+06,6.011694e+05,CL75
output_DPH_filterOn_250keV_ss_N300k.root,98-deg,DPH,filterOn,withOpening,250,7.133333e-04,4.874507e-05,4.708164e-02,5.220153e+06,3.567150e+05,CL75
output_DPH_filterOn_500keV_option4_N1m.root,98-deg,DPH,filterOn,withOpening,500,6.130000e-04,2.475125e-05,4.708164e-02,2.114041e+06,8.535913e+04,CL75
output_SP_filterOff_1000keV_option4_N1m.root,98-deg,SP,filterOff,withOpening,1000,5.380000e-04,2.318859e-05,5.275936e-02,1.338672e+06,5.769870e+04,CL75
output_SP_filterOff_100keV_ss_N300k.root,98-deg,SP,filterOff,withOpening,100,4.333333e-04,3.799761e-05,5.275936e-02,9.232770e+06,8.095921e+05,CL75
output_SP_filterOff_250keV_ss_N300k.root,98-deg,SP,filterOff,withOpening,250,5.400000e-04,4.241495e-05,5.275936e-02,4.428253e+06,3.478224e+05,CL75
output_SP_filterOff_500keV_option4_N1m.root,98-deg,SP,filterOff,withOpening,500,4.380000e-04,2.092387e-05,5.275936e-02,1.692680e+06,8.086168e+04,CL75
output_SP_filterOn_1000keV_option4_N1m.root,98-deg,SP,filterOn,withOpening,1000,5.370000e-04,2.316704e-05,5.275936e-02,1.336183e+06,5.764508e+04,CL75
output_SP_filterOn_100keV_ss_N300k.root,98-deg,SP,filterOn,withOpening,100,2.366667e-04,2.808384e-05,5.275936e-02,5.042513e+06,5.983654e+05,CL75
output_SP_filterOn_250keV_ss_N300k.root,98-deg,SP,filterOn,withOpening,250,4.833333e-04,4.012895e-05,5.275936e-02,3.963560e+06,3.290761e+05,CL75
output_SP_filterOn_500keV_option4_N1m.root,98-deg,SP,filterOn,withOpening,500,4.340000e-04,2.082815e-05,5.275936e-02,1.677222e+06,8.049176e+04,CL75
output_DCC_filterOff_50keV_ss_N100k.root,98-deg,DCC,filterOff,withoutOpening,50,6.300000e-04,7.934753e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOn_50keV_ss_N100k.root,98-deg,DCC,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOff_50keV_ss_N100k.root,98-deg,DPH,filterOff,withoutOpening,50,7.100000e-04,8.423158e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_DPH_filterOn_50keV_ss_N100k.root,98-deg,DPH,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOff_50keV_ss_N100k.root,98-deg,SP,filterOff,withoutOpening,50,4.300000e-04,6.556029e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_SP_filterOn_50keV_ss_N100k.root,98-deg,SP,filterOn,withoutOpening,50,1.000000e-05,9.999950e-06,5.275936e-02,0.000000e+00,0.000000e+00,CL75
output_DCC_filterOff_1000keV_option4_N1m.root,98-deg,DCC,filterOff,withoutOpening,1000,8.280000e-04,2.876307e-05,4.708164e-02,1.836369e+06,6.379182e+04,CL75
output_DCC_filterOff_100keV_ss_N300k.root,98-deg,DCC,filterOff,withoutOpening,100,8.200000e-04,5.225985e-05,4.708164e-02,1.557262e+07,9.924670e+05,CL75
output_DCC_filterOff_250keV_ss_N300k.root,98-deg,DCC,filterOff,withoutOpening,250,8.266667e-04,5.247168e-05,4.708164e-02,6.042366e+06,3.835320e+05,CL75
output_DCC_filterOff_500keV_option4_N1m.root,98-deg,DCC,filterOff,withoutOpening,500,6.100000e-04,2.469064e-05,4.708164e-02,2.101206e+06,8.504939e+04,CL75
output_DCC_filterOn_1000keV_option4_N1m.root,98-deg,DCC,filterOn,withoutOpening,1000,8.810000e-04,2.966857e-05,4.708164e-02,1.953915e+06,6.580006e+04,CL75
output_DCC_filterOn_100keV_ss_N300k.root,98-deg,DCC,filterOn,withoutOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,5.697301e+06,6.004581e+05,CL75
output_DCC_filterOn_250keV_ss_N300k.root,98-deg,DCC,filterOn,withoutOpening,250,7.166667e-04,4.885874e-05,4.708164e-02,5.238341e+06,3.571239e+05,CL75
output_DCC_filterOn_500keV_option4_N1m.root,98-deg,DCC,filterOn,withoutOpening,500,5.910000e-04,2.430331e-05,4.708164e-02,2.035759e+06,8.371517e+04,CL75
output_DPH_filterOff_1000keV_option4_N1m.root,98-deg,DPH,filterOff,withoutOpening,1000,8.140000e-04,2.851907e-05,4.708164e-02,1.805320e+06,6.325066e+04,CL75
output_DPH_filterOff_100keV_ss_N300k.root,98-deg,DPH,filterOff,withoutOpening,100,7.566667e-04,5.020273e-05,4.708164e-02,1.436986e+07,9.534001e+05,CL75
output_DPH_filterOff_250keV_ss_N300k.root,98-deg,DPH,filterOff,withoutOpening,250,8.666667e-04,5.372509e-05,4.708164e-02,6.334738e+06,3.926935e+05,CL75
output_DPH_filterOff_500keV_option4_N1m.root,98-deg,DPH,filterOff,withoutOpening,500,5.950000e-04,2.438536e-05,4.708164e-02,2.049537e+06,8.399782e+04,CL75
output_DPH_filterOn_1000keV_option4_N1m.root,98-deg,DPH,filterOn,withoutOpening,1000,8.600000e-04,2.931314e-05,4.708164e-02,1.907340e+06,6.501179e+04,CL75
output_DPH_filterOn_100keV_ss_N300k.root,98-deg,DPH,filterOn,withoutOpening,100,2.733333e-04,3.018049e-05,4.708164e-02,5.190874e+06,5.731578e+05,CL75
output_DPH_filterOn_250keV_ss_N300k.root,98-deg,DPH,filterOn,withoutOpening,250,6.600000e-04,4.688868e-05,4.708164e-02,4.824147e+06,3.427240e+05,CL75
output_DPH_filterOn_500keV_option4_N1m.root,98-deg,DPH,filterOn,withoutOpening,500,5.440000e-04,2.331746e-05,4.708164e-02,1.873862e+06,8.031933e+04,CL75
output_SP_filterOff_1000keV_option4_N1m.root,98-deg,SP,filterOff,withoutOpening,1000,4.740000e-04,2.176638e-05,5.275936e-02,1.178029e+06,5.409584e+04,CL75
output_SP_filterOff_100keV_ss_N300k.root,98-deg,SP,filterOff,withoutOpening,100,3.966667e-04,3.635516e-05,5.275936e-02,8.441537e+06,7.736809e+05,CL75
output_SP_filterOff_250keV_ss_N300k.root,98-deg,SP,filterOff,withoutOpening,250,4.700000e-04,3.957184e-05,5.275936e-02,3.849660e+06,3.241237e+05,CL75
output_SP_filterOff_500keV_option4_N1m.root,98-deg,SP,filterOff,withoutOpening,500,3.860000e-04,1.964309e-05,5.275936e-02,1.489958e+06,7.582223e+04,CL75
output_SP_filterOn_1000keV_option4_N1m.root,98-deg,SP,filterOn,withoutOpening,1000,4.600000e-04,2.144268e-05,5.275936e-02,1.143235e+06,5.329134e+04,CL75
output_SP_filterOn_100keV_ss_N300k.root,98-deg,SP,filterOn,withoutOpening,100,2.133333e-04,2.666382e-05,5.275936e-02,4.539986e+06,5.674377e+05,CL75
output_SP_filterOn_250keV_ss_N300k.root,98-deg,SP,filterOn,withoutOpening,250,4.233333e-04,3.755681e-05,5.275936e-02,3.467424e+06,3.076190e+05,CL75
