basename,orbit,mirror,filter,hole,energy_keV,funnelling_eff,funnelling_eff_err,geom_factor_cm2,total_particles,total_particles_err,cl
output_SP_filterOn_500keV_option4_N1m.root,98-deg,SP,filterOn,withoutOpening,500,3.720000e-04,1.928371e-05,5.275936e-02,1.435918e+06,7.443503e+04,CL75
output_DCC_filterOff_50keV_ss_N100k.root,45-deg,DCC,filterOff,withOpening,50,7.700000e-04,8.771585e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOn_50keV_ss_N100k.root,45-deg,DCC,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOff_50keV_ss_N100k.root,45-deg,DPH,filterOff,withOpening,50,8.500000e-04,9.215625e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOn_50keV_ss_N100k.root,45-deg,DPH,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOff_50keV_ss_N100k.root,45-deg,SP,filterOff,withOpening,50,5.600000e-04,7.481219e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOn_50keV_ss_N100k.root,45-deg,SP,filterOn,withOpening,50,2.000000e-05,1.414199e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOff_1000keV_option4_N1m.root,45-deg,DCC,filterOff,withOpening,1000,9.040000e-04,3.005300e-05,4.708164e-02,6.870315e+05,2.284000e+04,CL50
output_DCC_filterOff_100keV_ss_N300k.root,45-deg,DCC,filterOff,withOpening,100,8.700000e-04,5.382822e-05,4.708164e-02,3.820266e+05,2.363656e+04,CL50
output_DCC_filterOff_250keV_ss_N300k.root,45-deg,DCC,filterOff,withOpening,250,9.066667e-04,5.494981e-05,4.708164e-02,5.556153e+05,3.367385e+04,CL50
output_DCC_filterOff_500keV_option4_N1m.root,45-deg,DCC,filterOff,withOpening,500,6.680000e-04,2.583706e-05,4.708164e-02,5.328974e+05,2.061153e+04,CL50
output_DCC_filterOn_1000keV_option4_N1m.root,45-deg,DCC,filterOn,withOpening,1000,9.650000e-04,3.104946e-05,4.708164e-02,7.333909e+05,2.359730e+04,CL50
output_DCC_filterOn_100keV_ss_N300k.root,45-deg,DCC,filterOn,withOpening,100,3.266667e-04,3.299293e-05,4.708164e-02,1.434429e+05,1.448756e+04,CL50
output_DCC_filterOn_250keV_ss_N300k.root,45-deg,DCC,filterOn,withOpening,250,7.700000e-04,5.064277e-05,4.708164e-02,4.718644e+05,3.103445e+04,CL50
output_DCC_filterOn_500keV_option4_N1m.root,45-deg,DCC,filterOn,withOpening,500,6.600000e-04,2.568199e-05,4.708164e-02,5.265154e+05,2.048782e+04,CL50
output_DPH_filterOff_1000keV_option4_N1m.root,45-deg,DPH,filterOff,withOpening,1000,8.900000e-04,2.981959e-05,4.708164e-02,6.763916e+05,2.266261e+04,CL50
output_DPH_filterOff_100keV_ss_N300k.root,45-deg,DPH,filterOff,withOpening,100,8.066667e-04,5.183358e-05,4.708164e-02,3.542162e+05,2.276069e+04,CL50
output_DPH_filterOff_250keV_ss_N300k.root,45-deg,DPH,filterOff,withOpening,250,9.466667e-04,5.614774e-05,4.708164e-02,5.801277e+05,3.440795e+04,CL50
output_DPH_filterOff_500keV_option4_N1m.root,45-deg,DPH,filterOff,withOpening,500,6.530000e-04,2.554552e-05,4.708164e-02,5.209311e+05,2.037895e+04,CL50
output_DPH_filterOn_1000keV_option4_N1m.root,45-deg,DPH,filterOn,withOpening,1000,9.440000e-04,3.071008e-05,4.708164e-02,7.174311e+05,2.333937e+04,CL50
output_DPH_filterOn_100keV_ss_N300k.root,45-deg,DPH,filterOn,withOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,1.317333e+05,1.388383e+04,CL50
output_DPH_filterOn_250keV_ss_N300k.root,45-deg,DPH,filterOn,withOpening,250,7.133333e-04,4.874507e-05,4.708164e-02,4.371385e+05,2.987151e+04,CL50
output_DPH_filterOn_500keV_option4_N1m.root,45-deg,DPH,filterOn,withOpening,500,6.130000e-04,2.475125e-05,4.708164e-02,4.890211e+05,1.974532e+04,CL50
output_SP_filterOff_1000keV_option4_N1m.root,45-deg,SP,filterOff,withOpening,1000,5.380000e-04,2.318859e-05,5.275936e-02,4.581824e+05,1.974833e+04,CL50
output_SP_filterOff_100keV_ss_N300k.root,45-deg,SP,filterOff,withOpening,100,4.333333e-04,3.799761e-05,5.275936e-02,2.132281e+05,1.869729e+04,CL50
output_SP_filterOff_250keV_ss_N300k.root,45-deg,SP,filterOff,withOpening,250,5.400000e-04,4.241495e-05,5.275936e-02,3.708243e+05,2.912684e+04,CL50
output_SP_filterOff_500keV_option4_N1m.root,45-deg,SP,filterOff,withOpening,500,4.380000e-04,2.092387e-05,5.275936e-02,3.915517e+05,1.870497e+04,CL50
output_SP_filterOn_1000keV_option4_N1m.root,45-deg,SP,filterOn,withOpening,1000,5.370000e-04,2.316704e-05,5.275936e-02,4.573308e+05,1.972998e+04,CL50
output_SP_filterOn_100keV_ss_N300k.root,45-deg,SP,filterOn,withOpening,100,2.366667e-04,2.808384e-05,5.275936e-02,1.164553e+05,1.381907e+04,CL50
output_SP_filterOn_250keV_ss_N300k.root,45-deg,SP,filterOn,withOpening,250,4.833333e-04,4.012895e-05,5.275936e-02,3.319107e+05,2.755702e+04,CL50
output_SP_filterOn_500keV_option4_N1m.root,45-deg,SP,filterOn,withOpening,500,4.340000e-04,2.082815e-05,5.275936e-02,3.879759e+05,1.861940e+04,CL50
output_DCC_filterOff_50keV_ss_N100k.root,45-deg,DCC,filterOff,withoutOpening,50,6.300000e-04,7.934753e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOn_50keV_ss_N100k.root,45-deg,DCC,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOff_50keV_ss_N100k.root,45-deg,DPH,filterOff,withoutOpening,50,7.100000e-04,8.423158e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOn_50keV_ss_N100k.root,45-deg,DPH,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOff_50keV_ss_N100k.root,45-deg,SP,filterOff,withoutOpening,50,4.300000e-04,6.556029e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOn_50keV_ss_N100k.root,45-deg,SP,filterOn,withoutOpening,50,1.000000e-05,9.999950e-06,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOff_1000keV_option4_N1m.root,45-deg,DCC,filterOff,withoutOpening,1000,8.280000e-04,2.876307e-05,4.708164e-02,6.285277e+05,2.183380e+04,CL50
output_DCC_filterOff_100keV_ss_N300k.root,45-deg,DCC,filterOff,withoutOpening,100,8.200000e-04,5.225985e-05,4.708164e-02,3.596450e+05,2.292073e+04,CL50
output_DCC_filterOff_250keV_ss_N300k.root,45-deg,DCC,filterOff,withoutOpening,250,8.266667e-04,5.247168e-05,4.708164e-02,5.059910e+05,3.211718e+04,CL50
output_DCC_filterOff_500keV_option4_N1m.root,45-deg,DCC,filterOff,withoutOpening,500,6.100000e-04,2.469064e-05,4.708164e-02,4.860521e+05,1.967367e+04,CL50
output_DCC_filterOn_1000keV_option4_N1m.root,45-deg,DCC,filterOn,withoutOpening,1000,8.810000e-04,2.966857e-05,4.708164e-02,6.687596e+05,2.252116e+04,CL50
output_DCC_filterOn_100keV_ss_N300k.root,45-deg,DCC,filterOn,withoutOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,1.315774e+05,1.386740e+04,CL50
output_DCC_filterOn_250keV_ss_N300k.root,45-deg,DCC,filterOn,withoutOpening,250,7.166667e-04,4.885874e-05,4.708164e-02,4.386616e+05,2.990575e+04,CL50
output_DCC_filterOn_500keV_option4_N1m.root,45-deg,DCC,filterOn,withoutOpening,500,5.910000e-04,2.430331e-05,4.708164e-02,4.709128e+05,1.936504e+04,CL50
output_DPH_filterOff_1000keV_option4_N1m.root,45-deg,DPH,filterOff,withoutOpening,1000,8.140000e-04,2.851907e-05,4.708164e-02,6.179004e+05,2.164858e+04,CL50
output_DPH_filterOff_100keV_ss_N300k.root,45-deg,DPH,filterOff,withoutOpening,100,7.566667e-04,5.020273e-05,4.708164e-02,3.318676e+05,2.201849e+04,CL50
output_DPH_filterOff_250keV_ss_N300k.root,45-deg,DPH,filterOff,withoutOpening,250,8.666667e-04,5.372509e-05,4.708164e-02,5.304745e+05,3.288437e+04,CL50
output_DPH_filterOff_500keV_option4_N1m.root,45-deg,DPH,filterOff,withoutOpening,500,5.950000e-04,2.438536e-05,4.708164e-02,4.741000e+05,1.943042e+04,CL50
output_DPH_filterOn_1000keV_option4_N1m.root,45-deg,DPH,filterOn,withoutOpening,1000,8.600000e-04,2.931314e-05,4.708164e-02,6.528186e+05,2.225136e+04,CL50
output_DPH_filterOn_100keV_ss_N300k.root,45-deg,DPH,filterOn,withoutOpening,100,2.733333e-04,3.018049e-05,4.708164e-02,1.198817e+05,1.323691e+04,CL50
output_DPH_filterOn_250keV_ss_N300k.root,45-deg,DPH,filterOn,withoutOpening,250,6.600000e-04,4.688868e-05,4.708164e-02,4.039767e+05,2.869990e+04,CL50
output_DPH_filterOn_500keV_option4_N1m.root,45-deg,DPH,filterOn,withoutOpening,500,5.440000e-04,2.331746e-05,4.708164e-02,4.334629e+05,1.857951e+04,CL50
output_SP_filterOff_1000keV_option4_N1m.root,45-deg,SP,filterOff,withoutOpening,1000,4.740000e-04,2.176638e-05,5.275936e-02,4.031999e+05,1.851519e+04,CL50
output_SP_filterOff_100keV_ss_N300k.root,45-deg,SP,filterOff,withoutOpening,100,3.966667e-04,3.635516e-05,5.275936e-02,1.949548e+05,1.786793e+04,CL50
output_SP_filterOff_250keV_ss_N300k.root,45-deg,SP,filterOff,withoutOpening,250,4.700000e-04,3.957184e-05,5.275936e-02,3.223726e+05,2.714229e+04,CL50
output_SP_filterOff_500keV_option4_N1m.root,45-deg,SP,filterOff,withoutOpening,500,3.860000e-04,1.964309e-05,5.275936e-02,3.446579e+05,1.753924e+04,CL50
output_SP_filterOn_1000keV_option4_N1m.root,45-deg,SP,filterOn,withoutOpening,1000,4.600000e-04,2.144268e-05,5.275936e-02,3.912910e+05,1.823984e+04,CL50
output_SP_filterOn_100keV_ss_N300k.root,45-deg,SP,filterOn,withoutOpening,100,2.133333e-04,2.666382e-05,5.275936e-02,1.048496e+05,1.310480e+04,CL50
output_SP_filterOn_250keV_ss_N300k.root,45-deg,SP,filterOn,withoutOpening,250,4.233333e-04,3.755681e-05,5.275936e-02,2.903640e+05,2.576019e+04,CL50
output_SP_filterOn_500keV_option4_N1m.root,45-deg,SP,filterOn,withoutOpening,500,3.720000e-04,1.928371e-05,5.275936e-02,3.321574e+05,1.721835e+04,CL50
output_DCC_filterOff_50keV_ss_N100k.root,98-deg,DCC,filterOff,withOpening,50,7.700000e-04,8.771585e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOn_50keV_ss_N100k.root,98-deg,DCC,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOff_50keV_ss_N100k.root,98-deg,DPH,filterOff,withOpening,50,8.500000e-04,9.215625e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOn_50keV_ss_N100k.root,98-deg,DPH,filterOn,withOpening,50,9.000000e-05,2.999865e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOff_50keV_ss_N100k.root,98-deg,SP,filterOff,withOpening,50,5.600000e-04,7.481219e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOn_50keV_ss_N100k.root,98-deg,SP,filterOn,withOpening,50,2.000000e-05,1.414199e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOff_1000keV_option4_N1m.root,98-deg,DCC,filterOff,withOpening,1000,9.040000e-04,3.005300e-05,4.708164e-02,1.538202e+06,5.113671e+04,CL50
output_DCC_filterOff_100keV_ss_N300k.root,98-deg,DCC,filterOff,withOpening,100,8.700000e-04,5.382822e-05,4.708164e-02,2.080329e+07,1.287131e+06,CL50
output_DCC_filterOff_250keV_ss_N300k.root,98-deg,DCC,filterOff,withOpening,250,9.066667e-04,5.494981e-05,4.708164e-02,6.548499e+06,3.968810e+05,CL50
output_DCC_filterOff_500keV_option4_N1m.root,98-deg,DCC,filterOff,withOpening,500,6.680000e-04,2.583706e-05,4.708164e-02,2.337013e+06,9.039156e+04,CL50
output_DCC_filterOn_1000keV_option4_N1m.root,98-deg,DCC,filterOn,withOpening,1000,9.650000e-04,3.104946e-05,4.708164e-02,1.641997e+06,5.283223e+04,CL50
output_DCC_filterOn_100keV_ss_N300k.root,98-deg,DCC,filterOn,withOpening,100,3.266667e-04,3.299293e-05,4.708164e-02,7.811198e+06,7.889213e+05,CL50
output_DCC_filterOn_250keV_ss_N300k.root,98-deg,DCC,filterOn,withOpening,250,7.700000e-04,5.064277e-05,4.708164e-02,5.561409e+06,3.657729e+05,CL50
output_DCC_filterOn_500keV_option4_N1m.root,98-deg,DCC,filterOn,withOpening,500,6.600000e-04,2.568199e-05,4.708164e-02,2.309025e+06,8.984902e+04,CL50
output_DPH_filterOff_1000keV_option4_N1m.root,98-deg,DPH,filterOff,withOpening,1000,8.900000e-04,2.981959e-05,4.708164e-02,1.514380e+06,5.073955e+04,CL50
output_DPH_filterOff_100keV_ss_N300k.root,98-deg,DPH,filterOff,withOpening,100,8.066667e-04,5.183358e-05,4.708164e-02,1.928888e+07,1.239436e+06,CL50
output_DPH_filterOff_250keV_ss_N300k.root,98-deg,DPH,filterOff,withOpening,250,9.466667e-04,5.614774e-05,4.708164e-02,6.837403e+06,4.055331e+05,CL50
output_DPH_filterOff_500keV_option4_N1m.root,98-deg,DPH,filterOff,withOpening,500,6.530000e-04,2.554552e-05,4.708164e-02,2.284536e+06,8.937159e+04,CL50
output_DPH_filterOn_1000keV_option4_N1m.root,98-deg,DPH,filterOn,withOpening,1000,9.440000e-04,3.071008e-05,4.708164e-02,1.606264e+06,5.225476e+04,CL50
output_DPH_filterOn_100keV_ss_N300k.root,98-deg,DPH,filterOn,withOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,7.173549e+06,7.560451e+05,CL50
output_DPH_filterOn_250keV_ss_N300k.root,98-deg,DPH,filterOn,withOpening,250,7.133333e-04,4.874507e-05,4.708164e-02,5.152128e+06,3.520666e+05,CL50
output_DPH_filterOn_500keV_option4_N1m.root,98-deg,DPH,filterOn,withOpening,500,6.130000e-04,2.475125e-05,4.708164e-02,2.144595e+06,8.659281e+04,CL50
output_SP_filterOff_1000keV_option4_N1m.root,98-deg,SP,filterOff,withOpening,1000,5.380000e-04,2.318859e-05,5.275936e-02,1.025829e+06,4.421475e+04,CL50
output_SP_filterOff_100keV_ss_N300k.root,98-deg,SP,filterOff,withOpening,100,4.333333e-04,3.799761e-05,5.275936e-02,1.161135e+07,1.018162e+06,CL50
output_SP_filterOff_250keV_ss_N300k.root,98-deg,SP,filterOff,withOpening,250,5.400000e-04,4.241495e-05,5.275936e-02,4.370547e+06,3.432899e+05,CL50
output_SP_filterOff_500keV_option4_N1m.root,98-deg,SP,filterOff,withOpening,500,4.380000e-04,2.092387e-05,5.275936e-02,1.717144e+06,8.203036e+04,CL50
output_SP_filterOn_1000keV_option4_N1m.root,98-deg,SP,filterOn,withOpening,1000,5.370000e-04,2.316704e-05,5.275936e-02,1.023923e+06,4.417366e+04,CL50
output_SP_filterOn_100keV_ss_N300k.root,98-deg,SP,filterOn,withOpening,100,2.366667e-04,2.808384e-05,5.275936e-02,6.341585e+06,7.525187e+05,CL50
output_SP_filterOn_250keV_ss_N300k.root,98-deg,SP,filterOn,withOpening,250,4.833333e-04,4.012895e-05,5.275936e-02,3.911909e+06,3.247879e+05,CL50
output_SP_filterOn_500keV_option4_N1m.root,98-deg,SP,filterOn,withOpening,500,4.340000e-04,2.082815e-05,5.275936e-02,1.701463e+06,8.165509e+04,CL50
output_DCC_filterOff_50keV_ss_N100k.root,98-deg,DCC,filterOff,withoutOpening,50,6.300000e-04,7.934753e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOn_50keV_ss_N100k.root,98-deg,DCC,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOff_50keV_ss_N100k.root,98-deg,DPH,filterOff,withoutOpening,50,7.100000e-04,8.423158e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_DPH_filterOn_50keV_ss_N100k.root,98-deg,DPH,filterOn,withoutOpening,50,8.000000e-05,2.828314e-05,4.708164e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOff_50keV_ss_N100k.root,98-deg,SP,filterOff,withoutOpening,50,4.300000e-04,6.556029e-05,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_SP_filterOn_50keV_ss_N100k.root,98-deg,SP,filterOn,withoutOpening,50,1.000000e-05,9.999950e-06,5.275936e-02,0.000000e+00,0.000000e+00,CL50
output_DCC_filterOff_1000keV_option4_N1m.root,98-deg,DCC,filterOff,withoutOpening,1000,8.280000e-04,2.876307e-05,4.708164e-02,1.407217e+06,4.888393e+04,CL50
output_DCC_filterOff_100keV_ss_N300k.root,98-deg,DCC,filterOff,withoutOpening,100,8.200000e-04,5.225985e-05,4.708164e-02,1.958450e+07,1.248150e+06,CL50
output_DCC_filterOff_250keV_ss_N300k.root,98-deg,DCC,filterOff,withoutOpening,250,8.266667e-04,5.247168e-05,4.708164e-02,5.963626e+06,3.785341e+05,CL50
output_DCC_filterOff_500keV_option4_N1m.root,98-deg,DCC,filterOff,withoutOpening,500,6.100000e-04,2.469064e-05,4.708164e-02,2.131574e+06,8.627859e+04,CL50
output_DCC_filterOn_1000keV_option4_N1m.root,98-deg,DCC,filterOn,withoutOpening,1000,8.810000e-04,2.966857e-05,4.708164e-02,1.497293e+06,5.042285e+04,CL50
output_DCC_filterOn_100keV_ss_N300k.root,98-deg,DCC,filterOn,withoutOpening,100,3.000000e-04,3.161803e-05,4.708164e-02,7.165062e+06,7.551506e+05,CL50
output_DCC_filterOn_250keV_ss_N300k.root,98-deg,DCC,filterOn,withoutOpening,250,7.166667e-04,4.885874e-05,4.708164e-02,5.170079e+06,3.524701e+05,CL50
output_DCC_filterOn_500keV_option4_N1m.root,98-deg,DCC,filterOn,withoutOpening,500,5.910000e-04,2.430331e-05,4.708164e-02,2.065181e+06,8.492509e+04,CL50
output_DPH_filterOff_1000keV_option4_N1m.root,98-deg,DPH,filterOff,withoutOpening,1000,8.140000e-04,2.851907e-05,4.708164e-02,1.383424e+06,4.846924e+04,CL50
output_DPH_filterOff_100keV_ss_N300k.root,98-deg,DPH,filterOff,withoutOpening,100,7.566667e-04,5.020273e-05,4.708164e-02,1.807188e+07,1.199019e+06,CL50
output_DPH_filterOff_250keV_ss_N300k.root,98-deg,DPH,filterOff,withoutOpening,250,8.666667e-04,5.372509e-05,4.708164e-02,6.252189e+06,3.875762e+05,CL50
output_DPH_filterOff_500keV_option4_N1m.root,98-deg,DPH,filterOff,withoutOpening,500,5.950000e-04,2.438536e-05,4.708164e-02,2.079159e+06,8.521183e+04,CL50
output_DPH_filterOn_1000keV_option4_N1m.root,98-deg,DPH,filterOn,withoutOpening,1000,8.600000e-04,2.931314e-05,4.708164e-02,1.461602e+06,4.981879e+04,CL50
output_DPH_filterOn_100keV_ss_N300k.root,98-deg,DPH,filterOn,withoutOpening,100,2.733333e-04,3.018049e-05,4.708164e-02,6.528168e+06,7.208170e+05,CL50
output_DPH_filterOn_250keV_ss_N300k.root,98-deg,DPH,filterOn,withoutOpening,250,6.600000e-04,4.688868e-05,4.708164e-02,4.761282e+06,3.382579e+05,CL50
output_DPH_filterOn_500keV_option4_N1m.root,98-deg,DPH,filterOn,withoutOpening,500,5.440000e-04,2.331746e-05,4.708164e-02,1.900945e+06,8.148017e+04,CL50
output_SP_filterOff_1000keV_option4_N1m.root,98-deg,SP,filterOff,withoutOpening,1000,4.740000e-04,2.176638e-05,5.275936e-02,9.027283e+05,4.145386e+04,CL50
output_SP_filterOff_100keV_ss_N300k.root,98-deg,SP,filterOff,withoutOpening,100,3.966667e-04,3.635516e-05,5.275936e-02,1.061628e+07,9.729997e+05,CL50
output_SP_filterOff_250keV_ss_N300k.root,98-deg,SP,filterOff,withoutOpening,250,4.700000e-04,3.957184e-05,5.275936e-02,3.799494e+06,3.198999e+05,CL50
output_SP_filterOff_500keV_option4_N1m.root,98-deg,SP,filterOff,withoutOpening,500,3.860000e-04,1.964309e-05,5.275936e-02,1.511492e+06,7.691807e+04,CL50
output_SP_filterOn_1000keV_option4_N1m.root,98-deg,SP,filterOn,withoutOpening,1000,4.600000e-04,2.144268e-05,5.275936e-02,8.760655e+05,4.083737e+04,CL50
output_SP_filterOn_100keV_ss_N300k.root,98-deg,SP,filterOn,withoutOpening,100,2.133333e-04,2.666382e-05,5.275936e-02,5.709596e+06,7.136233e+05,CL50
output_SP_filterOn_250keV_ss_N300k.root,98-deg,SP,filterOn,withoutOpening,250,4.233333e-04,3.755681e-05,5.275936e-02,3.422239e+06,3.036103e+05,CL50
output_SP_filterOn_500keV_option4_N1m.root,98-deg,SP,filterOn,withoutOpening,500,3.720000e-04,1.928371e-05,5.275936e-02,1.456671e+06,7.551083e+04,CL50
